Timestamp,Fake0,Fake1,Fake2,Fake3,Fake4,Fake5,Fake6,Fake7
7.286442,0.472873,0.492261,0.492595,0.549511,0.517363,0.510773,0.476615,0.474365
7.309909,0.503007,0.491154,0.500732,0.483476,0.489674,0.528047,0.516951,0.479243
7.333620,0.523997,0.503204,0.499645,0.482370,0.487101,0.508645,0.480100,0.485968
7.357925,0.505899,0.483537,0.530091,0.527580,0.518327,0.474994,0.511100,0.497907
7.382374,0.530371,0.481720,0.492115,0.480854,0.486886,0.478585,0.470077,0.515579
7.405960,0.493981,0.476808,0.496433,0.477911,0.491256,0.494329,0.500965,0.486412
7.429434,0.496762,0.500685,0.497917,0.500660,0.491202,0.466189,0.528273,0.499165
7.452142,0.505624,0.482558,0.497641,0.534784,0.459929,0.486321,0.510598,0.507710
7.476923,0.497258,0.496010,0.482563,0.492070,0.457392,0.486392,0.472159,0.483164
7.500487,0.471895,0.489874,0.489374,0.517933,0.455588,0.470910,0.513904,0.488141
7.525258,0.484273,0.501908,0.511909,0.534745,0.518463,0.520483,0.534551,0.511980
7.548345,0.479582,0.531668,0.529882,0.499095,0.530532,0.461232,0.520522,0.516093
7.573093,0.509219,0.500358,0.518954,0.499436,0.503729,0.523567,0.526958,0.464285
7.597914,0.492760,0.461904,0.532462,0.502607,0.501673,0.491542,0.484503,0.529423
7.622000,0.479202,0.478789,0.539681,0.532584,0.512261,0.496900,0.524720,0.531715
7.645976,0.515505,0.498006,0.490128,0.500211,0.501421,0.546591,0.515428,0.469049
7.669818,0.487201,0.495490,0.500766,0.537120,0.480954,0.489810,0.483202,0.482113
7.693922,0.499016,0.521050,0.489957,0.505187,0.513460,0.508957,0.483409,0.503992
7.718726,0.503875,0.484818,0.471415,0.483826,0.476249,0.514746,0.484453,0.465971
7.741996,0.510699,0.504556,0.490735,0.468902,0.459991,0.512411,0.488445,0.518811
7.763694,0.510618,0.477614,0.499734,0.469660,0.513995,0.512879,0.545164,0.508286
7.784554,0.514461,0.480356,0.498797,0.470145,0.534679,0.504464,0.489856,0.504190
7.809330,0.485429,0.518684,0.484589,0.507141,0.525734,0.483255,0.485675,0.488885
7.834127,0.482636,0.514856,0.483861,0.467176,0.471189,0.487590,0.480565,0.500254
7.855430,0.498762,0.480075,0.515975,0.505218,0.518822,0.474097,0.492946,0.495359
7.878804,0.528844,0.491394,0.533184,0.506254,0.489369,0.502744,0.463777,0.508278
7.901642,0.505317,0.510439,0.513684,0.535680,0.528351,0.471527,0.511421,0.494412
7.925090,0.533791,0.526413,0.501770,0.479137,0.517500,0.484415,0.509785,0.520360
7.945186,0.495613,0.514479,0.470226,0.519308,0.517779,0.522838,0.503759,0.504079
7.965892,0.514628,0.530520,0.505472,0.493498,0.488494,0.496777,0.550328,0.491870
7.990668,0.507568,0.515981,0.487757,0.498540,0.484538,0.488418,0.490074,0.497532
8.014038,0.478259,0.526216,0.496068,0.497517,0.527393,0.501204,0.472598,0.497270
8.038610,0.475415,0.498081,0.504313,0.543373,0.513792,0.524987,0.462607,0.484578
8.063278,0.494411,0.492085,0.513317,0.514615,0.542594,0.511964,0.492122,0.531123
8.088040,0.482071,0.520541,0.498976,0.511587,0.501370,0.528841,0.500862,0.492915
8.112752,0.487014,0.480283,0.503336,0.472049,0.474856,0.481334,0.516637,0.458654
8.133974,0.508278,0.484225,0.489593,0.495489,0.481192,0.488209,0.472229,0.514298
8.158421,0.494089,0.497886,0.483644,0.501908,0.505741,0.476828,0.504271,0.508745
8.182582,0.509927,0.513730,0.474392,0.485766,0.454356,0.499194,0.499409,0.501625
8.205573,0.511181,0.527442,0.443840,0.501329,0.526371,0.520289,0.499896,0.486048
8.227798,0.466676,0.476679,0.478809,0.519144,0.509961,0.513870,0.507423,0.499998
8.248573,0.464495,0.538759,0.510932,0.509715,0.476189,0.499467,0.485429,0.496290
8.273334,0.528219,0.509555,0.487519,0.502290,0.510357,0.499667,0.438796,0.543044
8.295783,0.517237,0.524115,0.492882,0.469891,0.509953,0.497978,0.495559,0.495570
8.320221,0.511678,0.520159,0.477300,0.513184,0.442219,0.533906,0.497830,0.497399
8.342377,0.494358,0.503755,0.500990,0.521845,0.476476,0.518517,0.509287,0.488569
8.364269,0.493742,0.480508,0.480596,0.491635,0.538926,0.500259,0.489015,0.514514
8.388933,0.472183,0.488616,0.496140,0.479418,0.489170,0.520281,0.486374,0.534840
8.413710,0.521742,0.504299,0.507062,0.514109,0.475783,0.480950,0.480106,0.503989
8.438524,0.493833,0.484663,0.531542,0.491375,0.500398,0.531898,0.462279,0.501104
8.460573,0.503459,0.487921,0.488338,0.527501,0.484948,0.515674,0.469406,0.488346
8.485338,0.476218,0.483893,0.506509,0.530139,0.459101,0.489456,0.528556,0.505674
8.510134,0.492070,0.548397,0.514648,0.468062,0.512954,0.485370,0.482993,0.502649
8.534915,0.464543,0.458118,0.506038,0.489133,0.485723,0.467190,0.477249,0.517070
8.557329,0.466154,0.472677,0.522693,0.511005,0.498591,0.517136,0.520063,0.495124
8.579221,0.491812,0.506186,0.529049,0.510985,0.510312,0.500271,0.496240,0.523946
8.600047,0.502304,0.507063,0.477726,0.495305,0.501794,0.507945,0.503597,0.490212
8.623355,0.470998,0.478987,0.518826,0.522584,0.501542,0.480479,0.488109,0.494911
8.645650,0.513582,0.492584,0.522258,0.490229,0.494427,0.473858,0.529660,0.468305
8.667090,0.516576,0.509201,0.490898,0.525160,0.488613,0.501993,0.492855,0.483016
8.691801,0.492166,0.517637,0.493488,0.502744,0.463830,0.502363,0.530297,0.469488
8.714637,0.479225,0.465381,0.507159,0.459225,0.510826,0.500814,0.520483,0.514319
8.739252,0.515479,0.495195,0.489705,0.492314,0.479385,0.522296,0.474668,0.497860
8.763645,0.468519,0.464558,0.507643,0.518481,0.498393,0.485552,0.482371,0.506388
8.785701,0.506285,0.484775,0.506382,0.490903,0.472036,0.513228,0.465786,0.492176
8.806281,0.522715,0.513486,0.498464,0.506808,0.513911,0.509456,0.484115,0.498513
8.831053,0.464406,0.496517,0.494070,0.486636,0.510460,0.518537,0.527930,0.488860
8.854420,0.495740,0.500183,0.481364,0.482101,0.516909,0.501321,0.466046,0.491977
8.877808,0.516944,0.485463,0.520341,0.511658,0.490377,0.502276,0.511186,0.477373
8.901804,0.499549,0.510745,0.499167,0.507859,0.493918,0.515931,0.490671,0.489941
8.925889,0.494426,0.502994,0.487367,0.459327,0.498873,0.526395,0.532378,0.510698
8.946313,0.514204,0.496753,0.481707,0.549316,0.532870,0.487007,0.514169,0.537301
8.968815,0.512644,0.474145,0.486250,0.488765,0.515413,0.485228,0.481452,0.518973
8.993604,0.470200,0.448525,0.474674,0.499769,0.491839,0.518473,0.485588,0.517821
9.015547,0.517436,0.495257,0.489849,0.508571,0.478495,0.496183,0.501650,0.491123
9.039434,0.508373,0.561331,0.516765,0.518690,0.492191,0.483846,0.507053,0.493860
9.062616,0.504889,0.493044,0.494607,0.517953,0.495516,0.477191,0.497085,0.509763
9.085199,0.479817,0.478802,0.488846,0.525505,0.485852,0.499697,0.499971,0.495824
9.109923,0.480084,0.503600,0.488699,0.524442,0.496285,0.493797,0.482690,0.526973
9.132662,0.522894,0.545572,0.518728,0.503961,0.446218,0.501256,0.516848,0.487736
9.157445,0.494774,0.515326,0.464157,0.499754,0.504529,0.527164,0.503551,0.478267
9.182247,0.523019,0.507316,0.498099,0.496762,0.517704,0.531778,0.458717,0.467303
9.207022,0.509184,0.479578,0.477744,0.502916,0.498050,0.512057,0.477561,0.491071
9.229878,0.497661,0.506546,0.494201,0.501132,0.481848,0.497825,0.499519,0.490030
9.254658,0.500450,0.491269,0.525651,0.521970,0.517606,0.511353,0.495587,0.490144
9.279411,0.490946,0.512021,0.500507,0.521724,0.495171,0.559566,0.493084,0.518022
9.302479,0.487027,0.479023,0.510774,0.532896,0.501577,0.467143,0.459656,0.482106
9.327094,0.507350,0.465911,0.504339,0.519960,0.493922,0.504516,0.493474,0.477438
9.349990,0.567018,0.511326,0.509396,0.507301,0.520306,0.521916,0.480440,0.486265
9.373724,0.516909,0.485001,0.519041,0.495439,0.490436,0.491203,0.501606,0.498409
9.395216,0.525900,0.470008,0.522453,0.525115,0.533798,0.525548,0.501314,0.504755
9.418071,0.496121,0.560615,0.524892,0.493645,0.491067,0.528856,0.499821,0.455317
9.442469,0.497215,0.498866,0.500049,0.476830,0.538373,0.522772,0.488760,0.532623
9.464569,0.487577,0.492333,0.527620,0.488010,0.450352,0.473446,0.491058,0.506775
9.489352,0.497830,0.482065,0.509346,0.508811,0.475905,0.490568,0.509687,0.493816
9.514020,0.480050,0.524004,0.487469,0.507420,0.496988,0.523448,0.526795,0.493719
9.538863,0.525754,0.549213,0.493827,0.491992,0.495253,0.455437,0.513555,0.507024
9.563597,0.463239,0.517451,0.542078,0.491217,0.467293,0.489726,0.515937,0.496648
9.588364,0.515044,0.479138,0.489142,0.507806,0.499872,0.523883,0.491869,0.511164
9.613142,0.487013,0.503104,0.490470,0.468533,0.494957,0.497352,0.469065,0.446917
9.636862,0.515878,0.465088,0.477713,0.517619,0.489480,0.525360,0.523508,0.496697
9.661644,0.524997,0.544239,0.468770,0.486889,0.494682,0.500798,0.462617,0.513841
9.686455,0.512681,0.461573,0.502426,0.504547,0.499228,0.483875,0.482703,0.483936
9.711237,0.517265,0.508932,0.489318,0.517560,0.519842,0.458905,0.475113,0.526586
9.734159,0.501319,0.492005,0.489044,0.496932,0.491516,0.493133,0.495792,0.490926
9.758918,0.515860,0.507644,0.511506,0.511302,0.491144,0.489917,0.504292,0.469818
9.782467,0.509089,0.523466,0.492994,0.488166,0.518779,0.507457,0.522729,0.475963
9.807249,0.499678,0.536994,0.507362,0.478235,0.506311,0.494201,0.477357,0.550277
9.830904,0.477261,0.487202,0.519637,0.506058,0.516494,0.517019,0.493407,0.542260
9.854598,0.491448,0.498158,0.456637,0.495262,0.491228,0.514284,0.457597,0.492151
9.879391,0.474198,0.493572,0.503517,0.511815,0.478060,0.514016,0.513165,0.507855
9.904173,0.488238,0.489482,0.515223,0.517219,0.508605,0.481338,0.538077,0.504738
9.927909,0.511088,0.480469,0.517388,0.510227,0.496573,0.468723,0.524473,0.493142
9.949903,0.474425,0.532964,0.488653,0.517749,0.496562,0.510018,0.500204,0.507505
9.974670,0.467416,0.486695,0.495055,0.506051,0.468098,0.509145,0.509175,0.500041
9.997878,0.510134,0.509379,0.490400,0.477626,0.480818,0.518716,0.525483,0.484034
10.019251,0.490449,0.468961,0.478660,0.517603,0.496402,0.556444,0.501402,0.506447
10.043967,0.488045,0.544846,0.491332,0.521262,0.535728,0.499695,0.474292,0.492304
10.067203,0.524840,0.491048,0.513744,0.490672,0.494787,0.507950,0.522289,0.480052
10.091971,0.501751,0.518455,0.479751,0.510103,0.506030,0.471758,0.523437,0.526915
10.114249,0.479309,0.495456,0.519606,0.515251,0.499905,0.512987,0.467289,0.538895
10.139063,0.490119,0.513115,0.499430,0.499155,0.496799,0.466128,0.470286,0.483925
10.163838,0.503065,0.503507,0.479047,0.503445,0.517830,0.499037,0.532066,0.510226
10.187071,0.496801,0.542740,0.496886,0.497729,0.534897,0.479833,0.548475,0.496533
10.211680,0.475796,0.500083,0.477458,0.477455,0.509473,0.477361,0.492670,0.488514
10.232266,0.491784,0.492569,0.471429,0.528978,0.536011,0.508611,0.473436,0.465796
10.253884,0.502870,0.467702,0.503914,0.491832,0.499578,0.531710,0.512736,0.514717
10.278588,0.502380,0.500271,0.506628,0.495616,0.535254,0.494895,0.519911,0.469460
10.303391,0.507811,0.494749,0.509868,0.523323,0.493505,0.519522,0.517120,0.454048
10.326731,0.519536,0.506367,0.525355,0.474978,0.480898,0.548016,0.483000,0.507245
10.347947,0.524811,0.511784,0.503477,0.521063,0.481105,0.507817,0.561141,0.521130
10.372735,0.487877,0.494236,0.485539,0.500877,0.481648,0.534395,0.510032,0.527290
10.393752,0.491497,0.516719,0.472408,0.535852,0.500886,0.457906,0.528770,0.501782
10.414066,0.511870,0.499439,0.473625,0.506691,0.511395,0.502109,0.474051,0.523243
10.438329,0.507116,0.509262,0.520306,0.497240,0.479010,0.517685,0.508935,0.539546
10.461826,0.483476,0.513594,0.520183,0.448449,0.497386,0.518020,0.457498,0.513031
10.485052,0.480666,0.512186,0.505725,0.481629,0.515015,0.480581,0.480157,0.509233
10.509852,0.459267,0.470587,0.512470,0.510511,0.479399,0.497583,0.479087,0.475255
10.534330,0.517305,0.488089,0.496215,0.482287,0.502315,0.488437,0.480187,0.504972
10.559101,0.493655,0.527572,0.503192,0.457857,0.542698,0.479759,0.486745,0.497686
10.582566,0.510067,0.524310,0.508829,0.541615,0.532876,0.466485,0.506056,0.478833
10.606344,0.525872,0.498797,0.477153,0.483122,0.499077,0.485350,0.482917,0.527284
10.626438,0.464680,0.490778,0.493399,0.487165,0.503894,0.484812,0.472396,0.485877
10.651104,0.489441,0.489840,0.516030,0.509919,0.447008,0.502074,0.465731,0.499423
10.675237,0.499407,0.481467,0.505579,0.507425,0.504629,0.508842,0.515072,0.524336
10.697705,0.489455,0.476116,0.502624,0.498105,0.483290,0.519456,0.566241,0.511500
10.717887,0.469046,0.470819,0.486890,0.503538,0.480428,0.475392,0.498662,0.460816
10.740833,0.478837,0.489365,0.487193,0.505223,0.481427,0.453070,0.503039,0.480589
10.765612,0.525432,0.499063,0.507428,0.483744,0.473502,0.505206,0.526721,0.524951
10.790241,0.447263,0.496790,0.485567,0.505405,0.489669,0.523734,0.466207,0.490917
10.814940,0.480419,0.468062,0.485432,0.495690,0.499438,0.481785,0.493483,0.487231
10.839708,0.491911,0.499175,0.487901,0.523025,0.499166,0.487616,0.468523,0.499357
10.861584,0.540385,0.491097,0.509189,0.505253,0.512594,0.483636,0.521946,0.533638
10.883206,0.525581,0.515205,0.491206,0.496150,0.517082,0.513931,0.503786,0.505417
10.908010,0.479385,0.504219,0.449277,0.508929,0.494786,0.470756,0.493576,0.470654
10.930438,0.527137,0.462467,0.508814,0.505763,0.479797,0.468654,0.493210,0.528190
10.952553,0.478254,0.445440,0.472487,0.516331,0.524321,0.499165,0.495055,0.525878
10.973208,0.494366,0.516693,0.527446,0.494379,0.486097,0.476816,0.515472,0.477186
10.993282,0.498815,0.520294,0.505424,0.494218,0.487366,0.494989,0.503405,0.518630
11.017288,0.529592,0.482738,0.536837,0.502942,0.498493,0.491865,0.515079,0.485108
11.038811,0.535412,0.474289,0.509508,0.482707,0.481789,0.487688,0.509250,0.463020
11.062531,0.485815,0.486866,0.519755,0.485252,0.533149,0.519423,0.475302,0.470120
11.087286,0.495630,0.467283,0.474847,0.498502,0.468094,0.520008,0.511096,0.497890
11.112084,0.526421,0.531151,0.474119,0.488153,0.471125,0.511705,0.463684,0.508342
11.133884,0.488373,0.498240,0.471380,0.494175,0.471892,0.486614,0.526523,0.472568
11.158653,0.499830,0.495816,0.504208,0.493728,0.509350,0.508614,0.477040,0.509722
11.183446,0.502633,0.506488,0.462475,0.510874,0.502718,0.502528,0.506584,0.531901
11.208303,0.474437,0.525899,0.491075,0.522176,0.487269,0.501033,0.482810,0.512015
11.230483,0.518803,0.533688,0.493316,0.534333,0.485116,0.449450,0.481104,0.494769
11.252756,0.523462,0.530979,0.513148,0.531828,0.502643,0.514237,0.497674,0.489100
11.277548,0.523027,0.515760,0.517326,0.522089,0.523209,0.522477,0.524554,0.493248
11.302332,0.485702,0.536887,0.546921,0.467473,0.520767,0.493312,0.503351,0.520100
11.325940,0.514672,0.535514,0.487248,0.504169,0.512940,0.516439,0.512249,0.485272
11.350016,0.490043,0.480078,0.453973,0.515392,0.510996,0.474098,0.518673,0.493935
11.374862,0.507771,0.533073,0.499549,0.499625,0.498384,0.474785,0.525082,0.522787
11.398969,0.461839,0.494724,0.499891,0.519464,0.503995,0.488556,0.481971,0.461362
11.423792,0.524338,0.491745,0.502900,0.515238,0.494900,0.491222,0.491444,0.511194
11.448017,0.514235,0.503722,0.533516,0.531018,0.512099,0.488511,0.548815,0.502498
11.469922,0.499001,0.499218,0.484314,0.476512,0.505262,0.518623,0.487576,0.522202
11.492455,0.504627,0.516758,0.467744,0.488038,0.489515,0.527581,0.510934,0.516841
11.514188,0.531000,0.477676,0.480024,0.499919,0.522989,0.481134,0.518177,0.485112
11.535078,0.509621,0.480917,0.483802,0.530728,0.515886,0.528553,0.483395,0.489364
11.559368,0.501343,0.487700,0.538466,0.519255,0.481777,0.503764,0.484200,0.530243
11.584141,0.523834,0.491045,0.480176,0.504021,0.481310,0.521786,0.490219,0.520276
11.606574,0.494292,0.490488,0.493178,0.516893,0.499521,0.495658,0.506962,0.467599
11.631025,0.500881,0.489225,0.507757,0.507165,0.489986,0.483563,0.539965,0.500903
11.655815,0.504972,0.482074,0.498989,0.530707,0.517204,0.483209,0.516319,0.490251
11.680570,0.511371,0.498248,0.494309,0.473717,0.516830,0.487087,0.519006,0.525002
11.705342,0.523608,0.481359,0.486956,0.457839,0.507264,0.497225,0.486596,0.480009
11.727149,0.491551,0.486808,0.495432,0.537524,0.478292,0.500379,0.497870,0.505572
11.751393,0.504517,0.465401,0.547739,0.544781,0.526505,0.480034,0.518656,0.539156
11.776173,0.484178,0.500208,0.514865,0.494172,0.515943,0.512926,0.536957,0.532291
11.800959,0.511250,0.514778,0.521263,0.493595,0.475800,0.503935,0.488244,0.505226
11.825727,0.495815,0.518664,0.493470,0.477655,0.498323,0.466077,0.541365,0.503071
11.850514,0.479422,0.529474,0.473046,0.481009,0.483585,0.505362,0.526467,0.497089
11.874339,0.504177,0.548201,0.565819,0.464130,0.500281,0.491704,0.472517,0.486403
11.894813,0.496530,0.555105,0.489420,0.467373,0.525142,0.496812,0.512984,0.518162
11.915951,0.513358,0.481565,0.497691,0.493678,0.483580,0.492749,0.548756,0.477646
11.939080,0.506257,0.514175,0.517190,0.523575,0.503939,0.521853,0.488258,0.526439
11.963288,0.527407,0.521501,0.477659,0.538575,0.511047,0.510374,0.487974,0.490948
11.988048,0.508073,0.560202,0.526641,0.482391,0.494418,0.503989,0.510412,0.506435
12.012820,0.497823,0.485499,0.515148,0.465495,0.487524,0.496601,0.521244,0.500296
12.037612,0.522107,0.519660,0.495173,0.504547,0.471817,0.491804,0.453823,0.498574
12.061894,0.513935,0.498089,0.543778,0.499067,0.514879,0.507120,0.515573,0.486444
12.086682,0.511632,0.529766,0.496720,0.483845,0.476321,0.475037,0.532609,0.438336
12.109916,0.500751,0.494851,0.482160,0.474583,0.541970,0.529111,0.513579,0.498349
12.134711,0.543885,0.503470,0.498939,0.480037,0.481363,0.508665,0.487842,0.502470
12.157854,0.479692,0.497711,0.474703,0.497447,0.517801,0.514507,0.514297,0.489092
12.182402,0.495147,0.510663,0.531246,0.503335,0.490032,0.494827,0.501898,0.530023
12.207157,0.500442,0.506616,0.501803,0.504057,0.516259,0.536473,0.482591,0.484893
12.227608,0.482494,0.527668,0.519318,0.512184,0.519815,0.506102,0.495834,0.508331
12.248515,0.503957,0.480134,0.482524,0.476523,0.506119,0.518897,0.532606,0.546070
12.272311,0.491064,0.483253,0.518181,0.512294,0.517249,0.481620,0.497474,0.522175
12.296504,0.504478,0.491116,0.492442,0.528953,0.532663,0.484794,0.521878,0.504855
12.317855,0.522610,0.464483,0.498117,0.482473,0.538816,0.511001,0.496890,0.513577
12.342446,0.509205,0.507997,0.480732,0.480964,0.500900,0.464288,0.516585,0.480620
12.362984,0.483119,0.505058,0.490412,0.495760,0.475612,0.464473,0.489980,0.485806
12.387231,0.517719,0.481492,0.498620,0.505089,0.476805,0.535084,0.480699,0.472616
12.412021,0.496671,0.505753,0.522519,0.512345,0.476455,0.524411,0.531334,0.530038
12.436800,0.530832,0.497536,0.525602,0.479595,0.507025,0.495616,0.517282,0.534183
12.456962,0.495125,0.525472,0.487562,0.516764,0.506171,0.508690,0.507707,0.500310
12.481746,0.495248,0.496259,0.531253,0.500308,0.468790,0.515188,0.495974,0.501091
12.505455,0.503828,0.481331,0.494185,0.516564,0.505481,0.490285,0.475859,0.499680
12.530185,0.479018,0.507350,0.491093,0.459140,0.488849,0.520468,0.494704,0.492186
12.553873,0.504655,0.514113,0.503950,0.518812,0.481683,0.520244,0.462083,0.532590
12.578715,0.513670,0.478473,0.492224,0.480352,0.528979,0.500045,0.498587,0.519720
12.598826,0.485185,0.498019,0.494018,0.487626,0.483706,0.532510,0.512737,0.530226
12.621891,0.523289,0.486358,0.538824,0.477561,0.505230,0.521903,0.490654,0.504376
12.646690,0.515286,0.482912,0.493223,0.518618,0.490448,0.511749,0.511421,0.513806
12.667384,0.465636,0.501492,0.502467,0.538964,0.526674,0.496936,0.480612,0.518947
12.692178,0.515233,0.486670,0.489396,0.536563,0.526691,0.493551,0.483571,0.498742
12.716984,0.505039,0.512219,0.502171,0.495691,0.499689,0.497823,0.507168,0.488208
12.738773,0.519167,0.505401,0.499964,0.520412,0.496638,0.494451,0.502095,0.475353
12.763240,0.496496,0.509873,0.495806,0.506178,0.507996,0.507882,0.523551,0.502646
12.784242,0.510949,0.510151,0.440235,0.491191,0.501637,0.504266,0.461356,0.527914
12.808481,0.495765,0.503489,0.505030,0.524739,0.516799,0.488237,0.490874,0.511263
12.833264,0.512113,0.501153,0.497957,0.470342,0.477922,0.480200,0.459656,0.511280
12.854163,0.482990,0.500730,0.520917,0.501949,0.487647,0.462650,0.490443,0.512700
12.878071,0.478790,0.508170,0.537431,0.497450,0.492123,0.512480,0.482266,0.500389
12.902889,0.492023,0.495459,0.510780,0.492387,0.490088,0.509161,0.484899,0.498281
12.925811,0.443006,0.529041,0.546515,0.512409,0.492779,0.460256,0.505444,0.512922
12.950561,0.480337,0.507804,0.510897,0.494931,0.502176,0.504537,0.489571,0.497695
12.971341,0.459863,0.501990,0.524251,0.521642,0.540273,0.524072,0.490925,0.534537
12.995202,0.499033,0.486766,0.503019,0.482039,0.499789,0.492004,0.525539,0.497705
13.016481,0.558936,0.508592,0.504197,0.505712,0.513699,0.510152,0.527306,0.513402
13.041303,0.508395,0.505547,0.508631,0.495285,0.513810,0.486175,0.478870,0.492438
13.065970,0.492004,0.477729,0.482705,0.535128,0.494843,0.492107,0.508898,0.464543
13.090080,0.469183,0.503343,0.493618,0.497596,0.488034,0.553817,0.511981,0.489418
13.114320,0.494528,0.519099,0.556352,0.507176,0.483432,0.496585,0.508306,0.475403
13.139119,0.517791,0.500265,0.521962,0.486431,0.508052,0.481891,0.473551,0.441564
13.163028,0.515419,0.493675,0.560694,0.506884,0.482063,0.522819,0.507346,0.525490
13.187164,0.460435,0.473313,0.508292,0.492804,0.502103,0.509097,0.476986,0.475325
13.209469,0.516923,0.498236,0.482793,0.493225,0.497202,0.505097,0.503385,0.545411
13.232861,0.493434,0.534464,0.502212,0.525306,0.509051,0.506804,0.473181,0.498408
13.257655,0.494702,0.517887,0.497241,0.499946,0.508151,0.505995,0.484001,0.484955
13.282252,0.478314,0.529738,0.529148,0.512862,0.511532,0.481028,0.481670,0.530563
13.307041,0.502625,0.527530,0.509006,0.496051,0.526172,0.473624,0.515966,0.477924
13.331019,0.539108,0.454549,0.492851,0.499171,0.478144,0.483106,0.495036,0.455542
13.355812,0.511810,0.534914,0.498502,0.479603,0.481203,0.490816,0.503825,0.493993
13.379164,0.503070,0.480479,0.518602,0.482273,0.473970,0.501091,0.488686,0.516792
13.403930,0.465712,0.520894,0.528121,0.526766,0.482997,0.508991,0.502519,0.506508
13.428715,0.514164,0.472348,0.482429,0.488603,0.464330,0.508619,0.488797,0.506446
13.453505,0.510440,0.529150,0.491876,0.500209,0.532151,0.491582,0.483798,0.455925
13.477620,0.494801,0.496935,0.502019,0.487517,0.501960,0.508331,0.508600,0.530372
13.502408,0.507947,0.523900,0.490158,0.452106,0.500795,0.493672,0.464635,0.501117
13.527200,0.546784,0.501576,0.458492,0.489716,0.477300,0.512340,0.512601,0.493718
13.551595,0.510170,0.489782,0.525547,0.526804,0.504759,0.501123,0.509937,0.494990
13.574343,0.523359,0.499059,0.488961,0.510479,0.487255,0.509082,0.498205,0.534360
13.596042,0.496870,0.536189,0.510906,0.500188,0.482794,0.462930,0.536102,0.445586
13.618587,0.539039,0.458501,0.490674,0.480190,0.509715,0.505853,0.512999,0.502593
13.642410,0.488763,0.492644,0.492949,0.535638,0.502441,0.489604,0.459017,0.502428
13.663626,0.554552,0.538893,0.490586,0.488331,0.477876,0.484311,0.484255,0.463307
13.686527,0.517322,0.455438,0.511858,0.504698,0.518880,0.502034,0.504579,0.495039
13.707962,0.465877,0.519136,0.497502,0.480586,0.510062,0.481600,0.507105,0.514325
13.728744,0.469679,0.502162,0.509157,0.532422,0.478094,0.507980,0.522883,0.510702
13.752258,0.497617,0.490437,0.491650,0.489809,0.525029,0.486663,0.497608,0.504930
13.776272,0.523443,0.455498,0.539028,0.472990,0.481414,0.500803,0.533094,0.464515
13.801040,0.485081,0.509549,0.530110,0.505393,0.480707,0.510972,0.445602,0.461046
13.825572,0.496338,0.501922,0.543070,0.486453,0.465976,0.500299,0.497300,0.517679
13.846124,0.460908,0.520444,0.529675,0.515802,0.499269,0.492701,0.510157,0.467675
13.869802,0.494932,0.475502,0.530748,0.521379,0.510336,0.495339,0.515641,0.520991
13.894607,0.503403,0.504561,0.495873,0.469500,0.480934,0.525932,0.474327,0.515015
13.918818,0.443927,0.510033,0.493958,0.492816,0.510368,0.490483,0.521983,0.520333
13.942406,0.507259,0.489677,0.499233,0.486476,0.446555,0.513585,0.484987,0.476156
13.965700,0.512622,0.505014,0.489256,0.464733,0.459448,0.491381,0.496481,0.516095
13.990484,0.552106,0.510578,0.525608,0.485806,0.476530,0.486892,0.476243,0.511871
14.012754,0.483500,0.513721,0.519452,0.515695,0.459328,0.483792,0.491959,0.463656
14.037514,0.501762,0.500470,0.518134,0.484204,0.514317,0.502797,0.513183,0.497766
14.061839,0.512276,0.504093,0.467088,0.462941,0.525365,0.441755,0.497988,0.498174
14.086712,0.514170,0.522354,0.478890,0.518299,0.493202,0.523406,0.513052,0.522054
14.111496,0.482074,0.503585,0.494187,0.503967,0.499446,0.498500,0.497817,0.480541
14.134176,0.477448,0.515819,0.492585,0.528983,0.547542,0.520136,0.528754,0.453358
14.158210,0.518554,0.514154,0.496710,0.464539,0.499905,0.518634,0.514641,0.502291
14.181997,0.464942,0.509219,0.490700,0.505004,0.506449,0.488915,0.518370,0.524076
14.206772,0.499653,0.474076,0.525402,0.513188,0.487653,0.520824,0.467061,0.504793
14.226844,0.476770,0.490856,0.482617,0.508571,0.520456,0.487621,0.503983,0.489541
14.250778,0.512263,0.526355,0.508667,0.498676,0.508712,0.533341,0.547221,0.511199
14.275212,0.503344,0.494728,0.485036,0.506558,0.501706,0.500327,0.452356,0.499346
14.298112,0.496444,0.477893,0.507320,0.530533,0.546170,0.520691,0.537044,0.497796
14.322897,0.485729,0.509422,0.473500,0.463083,0.515720,0.485775,0.483640,0.542710
14.347700,0.510607,0.496992,0.533143,0.498730,0.493803,0.497070,0.485540,0.543072
14.371531,0.499441,0.517355,0.493720,0.549955,0.505455,0.545981,0.516265,0.486316
14.392768,0.495614,0.498103,0.493592,0.499373,0.528366,0.459710,0.502574,0.503487
14.413961,0.477556,0.515798,0.500614,0.493394,0.500423,0.531380,0.474941,0.513881
14.434439,0.502558,0.519004,0.521635,0.482643,0.501890,0.513341,0.484829,0.536232
14.459064,0.480526,0.480995,0.480622,0.499114,0.477134,0.516870,0.538970,0.489691
14.483859,0.494133,0.488705,0.476772,0.485697,0.515994,0.448877,0.532569,0.489205
14.508657,0.496138,0.530973,0.465637,0.514041,0.514591,0.501874,0.508185,0.519268
14.533447,0.515088,0.533447,0.494378,0.521567,0.508080,0.506384,0.483661,0.523497
14.558228,0.504615,0.494921,0.514013,0.497082,0.482230,0.455820,0.496558,0.518247
